AMR_Zapotec_zapo0099_M	/net/eichler/vol24/projects/human_diversity/nobackups/C_team_bwa_mappings/renamed/AMR_Zapotec_zapo0099_M.bam
CHM1	/net/eichler/vol24/projects/human_diversity/nobackups/C_team_bwa_mappings/renamed/CHM1_bwamem_sort_samtools_dedup.bam
